,Ia_table,cc_table,r_Ia,r_Ia_err_n,r_Ia_err_p,r_cc,r_cc_err_n,r_cc_err_p,chisq,dof,Total_cont_N,Ia_cont_N,cc_cont_N,Total_cont_O,Ia_cont_O,cc_cont_O,Total_cont_Ne,Ia_cont_Ne,cc_cont_Ne,Total_cont_Mg,Ia_cont_Mg,cc_cont_Mg,Total_cont_Si,Ia_cont_Si,cc_cont_Si,Total_cont_S,Ia_cont_S,cc_cont_S,Total_cont_Ar,Ia_cont_Ar,cc_cont_Ar,Total_cont_Ca,Ia_cont_Ca,cc_cont_Ca,Total_cont_Fe,Ia_cont_Fe,cc_cont_Fe,Total_cont_Ni,Ia_cont_Ni,cc_cont_Ni
10,Seitenzahl_2013_N200.txt,Nomoto_2013_0.008.txt,0.8359124924890171,0.009447112739404462,-0.009447112767298038,0.1640875075109829,-0.009447112767298038,0.009447112739404462,68.99186151598074,8.0,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437,0.12296658979879437
11,Seitenzahl_2013_N100H.txt,Nomoto_2013_0.008.txt,0.8560614559412206,0.008471509575407765,-0.008471509782272846,0.14393854405877937,-0.008471509782272846,0.008471509575407765,56.72917714336558,8.0,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943,0.2148922966541943
12,Seitenzahl_2013_N100-Z0.5.txt,Nomoto_2013_0.008.txt,0.9215078824295595,0.004821813864097635,-0.004821813864076319,0.0784921175704405,-0.004821813864076319,0.004821813864097635,66.82338277988035,8.0,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615,0.08349827154958615
13,Seitenzahl_2013_N40.txt,Nomoto_2013_0.008.txt,0.9244753014371139,0.004588880287632713,-0.0045888802876062895,0.07552469856288613,-0.0045888802876062895,0.004588880287632713,66.5266937072428,8.0,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162,0.05357716356565162
14,Seitenzahl_2013_N100-Z0.01.txt,Nomoto_2013_0.008.txt,0.9301126677804881,0.004204451411890631,-0.004204451412853971,0.06988733221951193,-0.004204451412853971,0.004204451411890631,64.57592663860866,8.0,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237,0.04956061597070237
15,Seitenzahl_2013_N300C.txt,Nomoto_2013_0.008.txt,0.9305604400939521,0.004176058526475068,-0.004176058529570814,0.06943955990604789,-0.004176058529570814,0.004176058526475068,68.65511086878081,8.0,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238,0.03798162439517238
16,Seitenzahl_2013_N150.txt,Nomoto_2013_0.008.txt,0.9178690224688112,0.005141951087646701,-0.005141951224162056,0.08213097753118881,-0.005141951224162056,0.005141951087646701,69.45183707106816,8.0,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072,0.12488636797008072
17,Fink_2013_N100Hdef.txt,Nomoto_2013_0.008.txt,0.9287140151996414,0.0044998638728387386,-0.0044998641625398905,0.07128598480035864,-0.0044998641625398905,0.0044998638728387386,55.798934584013935,8.0,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836,0.21846102146685836
18,Fink_2013_N10def.txt,Nomoto_2013_0.008.txt,0.3060841721399046,0.012889927310450522,0.013834994834735659,0.6939158278600954,0.013834994834735659,0.012889927310450522,59.70571969755296,8.0,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439,0.08829726064890439
19,Seitenzahl_2013_N1600.txt,Nomoto_2013_0.008.txt,0.3149711477744896,0.012909509747360881,0.013847371876832104,0.6850288522255104,0.013847371876832104,0.012909509747360881,59.23435063956149,8.0,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744,0.056711512769356744
20,Fink_2013_N200def.txt,Nomoto_2013_0.008.txt,0.3326476534409101,0.013046182680186202,0.01396469976669984,0.6673523465590899,0.01396469976669984,0.013046182680186202,55.03731346827815,8.0,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456,0.05263452803788456
21,Fink_2013_N1600def.txt,Nomoto_2013_0.008.txt,0.3344581725968,0.013081052617942512,0.014011298145457707,0.6655418274032,0.014011298145457707,0.013081052617942512,60.568920158701204,8.0,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296,0.040310984834735296
22,Seitenzahl_2013_N100-Z0.1.txt,Nomoto_2013_0.008.txt,0.2957741310862583,0.012932069147747804,0.013893219069465945,0.7042258689137417,0.013893219069465945,0.012932069147747804,62.83217102328086,8.0,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178,0.13190253065873178
23,Fink_2013_N300Cdef.txt,Nomoto_2013_0.008.txt,0.3283866073328645,0.013659761385643954,0.014578327617962072,0.6716133926671355,0.014578327617962072,0.013659761385643954,46.21519329947424,8.0,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878,0.23076935175991878
